f.34.0.0,0.205819064
f.21022.0.0,0.134437417
f.1170.0.0_4.0,0.114144626
f.1558.0.0_5.0,0.096033485
f.1130.0.0_0.0,0.041159375
f.21001.0.0,0.036673659
f.971.0.0_nan,0.035029718
f.2110.0.0_2.0,0.021539976
f.1598.0.0,0.015300293
f.1369.0.0_3.0,0.014682082
f.2907.0.0_1.0,0.01267568
f.23457.0.0,0.012411653
f.1329.0.0_1.0,0.011644667
f.23575.0.0,0.00931092
f.23464.0.0,0.008052444
f.1100.0.0_3.0,0.007135222
f.23409.0.0,0.006339598
f.23507.0.0,0.005499787
f.23640.0.0,0.00542862
f.23489.0.0,0.005287031
f.23408.0.0,0.005002517
f.23536.0.0,0.003818899
f.971.0.0_3.0,0.003764421
f.1628.0.0_3.0,0.003395936
f.943.0.0_-1.0,0.003252028
f.23617.0.0,0.003096959
f.2139.0.0,0.00299401
f.23583.0.0,0.002598881
f.23492.0.0,0.002514099
f.1369.0.0_2.0,0.002356088
f.23474.0.0,0.002177768
f.981.0.0_2.0,0.002158632
f.23616.0.0,0.002070088
f.2110.0.0_nan,0.002058776
f.1120.0.0_1.0,0.001887007
f.23618.0.0,0.001822214
f.23426.0.0,0.001788588
f.23553.0.0,0.001557115
f.1329.0.0_0.0,0.001476381
f.23534.0.0,0.001267136
f.981.0.0_nan,0.001249178
f.1249.0.0_2.0,0.001122124
f.1349.0.0_1.0,0.001010604
f.23512.0.0,0.000996356
f.23455.0.0,0.000863264
f.1329.0.0_2.0,0.000836373
f.1349.0.0_4.0,0.000831037
f.23403.0.0,0.000773481
f.23573.0.0,0.00073649
f.1369.0.0_0.0,0.000632604
f.943.0.0_0.0,0.000593913
f.23531.0.0,0.000503358
f.1100.0.0_4.0,0.00046972
f.1548.0.0_2.0,0.000403581
f.23493.0.0,0.000300292
f.23579.0.0,0.000296757
f.23580.0.0,0.000281754
f.23443.0.0,0.00027357
f.100017.0.0,0.000264987
f.2644.0.0_0.0,0.000200373
f.20160.0.0_nan,0.000188876
f.23514.0.0,0.000185663
f.23456.0.0,0.000180082
f.1170.0.0_nan,0.000161068
f.23523.0.0,0.000128392
f.23623.0.0,0.000123191
f.23454.0.0,0.000122878
f.981.0.0_3.0,0.000114002
f.3436.0.0,0.000110589
f.23543.0.0,9.72E-05
f.1120.0.0_0.0,8.57E-05
f.971.0.0_6.0,7.56E-05
f.1548.0.0_nan,7.29E-05
f.23541.0.0,6.63E-05
f.1050.0.0,6.45E-05
f.23471.0.0,5.89E-05
f.23548.0.0,5.61E-05
f.23417.0.0,5.49E-05
f.1200.0.0_nan,3.81E-05
f.23602.0.0,3.76E-05
f.2634.0.0_3.0,3.37E-05
f.943.0.0_2.0,3.09E-05
f.23434.0.0,2.98E-05
f.23560.0.0,2.84E-05
f.23600.0.0,2.03E-05
f.1408.0.0_2.0,1.79E-05
f.943.0.0_3.0,1.63E-05
f.2634.0.0_4.0,1.55E-05
f.1558.0.0_6.0,1.49E-05
f.23530.0.0,1.45E-05
f.23564.0.0,1.28E-05
f.2110.0.0_0.0,1.26E-05
f.23619.0.0,1.06E-05
f.23405.0.0,9.88E-06
f.23404.0.0,9.20E-06
f.23615.0.0,8.62E-06
f.23505.0.0,8.03E-06
f.23436.0.0,7.05E-06
f.23506.0.0,6.56E-06
f.23641.0.0,6.44E-06
f.1408.0.0_4.0,4.55E-06
f.23431.0.0,3.26E-06
f.23645.0.0,3.07E-06
f.874.0.0,0
f.914.0.0,0
f.1060.0.0,0
f.1070.0.0,0
f.1160.0.0,0
f.1269.0.0,0
f.1279.0.0,0
f.1289.0.0,0
f.1299.0.0,0
f.1309.0.0,0
f.1319.0.0,0
f.1458.0.0,0
f.1568.0.0,0
f.1578.0.0,0
f.2149.0.0,0
f.2277.0.0,0
f.2867.0.0,0
f.2887.0.0,0
f.2926.0.0,0
f.3456.0.0,0
f.4079.0.0,0
f.20077.0.0,0
f.23400.0.0,0
f.23401.0.0,0
